Generators,Mode,Cents,Closest 12 edo scale,Euclidean Distance
5 15 19 27,1,0 94 183 592 702 1112,0 100 200 600 700 1100,23.173
3 5 19 51,5,0 316 690 1006 1095 1111,0 300 700 1000 1100 1100,23.195
11 29 31 49,4,0 292 607 898 1014 1085,0 300 600 900 1000 1100,23.195
11 33 37 47,2,0 114 198 313 613 900,0 100 200 300 600 900,23.195
3 5 9 19,4,0 88 702 790 884 1106,0 100 700 800 900 1100,23.238
3 27 43 45,5,0 112 190 315 394 506,0 100 200 300 400 500,23.259
11 13 31 41,4,0 195 485 607 789 911,0 200 500 600 800 900,23.259
13 31 37 41,4,0 307 485 611 789 1095,0 300 500 600 800 1100,23.259
19 27 43 45,5,0 102 316 394 907 986,0 100 300 400 900 1000,23.259
3 17 43 45,5,0 112 190 715 793 905,0 100 200 700 800 900,23.302
5 7 15 53,5,0 403 498 617 985 1104,0 400 500 600 1000 1100,23.302
3 5 19 27,4,0 88 204 292 608 884,0 100 200 300 600 900,23.324
3 5 45 51,0,0 104 216 884 996 1101,0 100 200 900 1000 1100,23.345
23 37 39 49,5,0 286 713 999 1090 1109,0 300 700 1000 1100 1100,23.388
35 37 39 47,5,0 599 690 786 1013 1109,0 600 700 800 1000 1100,23.388
3 9 15 17,5,0 99 315 597 813 912,0 100 300 600 800 900,23.409
1 15 19 43,2,0 111 409 688 986 1097,0 100 400 700 1000 1100,23.473
33 37 39 47,5,0 497 588 786 911 1109,0 500 600 800 900 1100,23.473
1 27 43 45,5,0 316 394 610 688 1004,0 300 400 600 700 1000,23.495
7 33 47 53,1,0 208 284 492 588 1105,0 200 300 500 600 1100,23.516
15 17 45 51,3,0 0 216 498 702 983,0 0 200 500 700 1000,23.516
11 31 37 47,3,0 192 307 607 786 1086,0 200 300 600 800 1100,23.537
25 35 47 53,5,0 410 510 617 992 1099,0 400 500 600 1000 1100,23.537
37 39 41 49,4,0 86 714 800 891 1109,0 100 700 800 900 1100,23.537
3 9 15 27,4,0 204 387 702 885 1088,0 200 400 700 900 1100,23.622
5 21 25 47,0,0 194 813 1008 1092 1115,0 200 800 1000 1100 1100,23.622
7 33 35 37,1,0 96 198 813 915 1012,0 100 200 800 900 1000,23.622
9 27 45 51,0,0 98 315 596 813 912,0 100 300 600 800 900,23.622
5 9 27 45,3,0 183 316 499 702 997,0 200 300 500 700 1000,23.643
19 43 45 51,5,0 215 293 905 984 1198,0 200 300 900 1000 1200,23.643
11 13 23 49,4,0 801 911 987 1013 1090,0 800 900 1000 1000 1100,23.664
11 29 31 39,1,0 93 209 606 687 1085,0 100 200 600 700 1100,23.664
3 5 15 27,3,0 203 498 702 884 1017,0 200 500 700 900 1000,23.707
5 7 15 25,5,0 197 316 583 702 898,0 200 300 600 700 900,23.707
5 19 45 51,5,0 204 690 894 983 1111,0 200 700 900 1000 1100,23.707
7 15 25 53,5,0 790 885 986 1004 1105,0 800 900 1000 1000 1100,23.707
7 21 35 37,5,0 97 316 483 702 798,0 100 300 500 700 800,23.707
29 33 39 49,5,0 290 513 685 908 1198,0 300 500 700 900 1200,23.707
11 21 33 47,4,0 114 195 702 782 896,0 100 200 700 800 900,23.77
5 21 25 45,4,0 98 183 302 996 1116,0 100 200 300 1000 1100,23.854
7 25 33 35,2,0 102 196 298 583 916,0 100 200 300 600 900,23.854
11 31 41 49,3,0 298 484 607 892 1014,0 300 500 600 900 1000,23.854
31 37 41 49,2,0 2 308 486 716 893,0 0 300 500 700 900,23.854
1 9 15 43,1,0 196 308 512 885 1089,0 200 300 500 900 1100,23.875
9 17 43 45,5,0 408 715 794 814 893,0 400 700 800 800 900,23.875
7 25 33 47,4,0 196 613 809 916 1093,0 200 600 800 900 1100,23.896
11 35 39 47,2,0 114 187 302 511 991,0 100 200 300 500 1000,23.896
33 35 47 53,4,0 102 482 612 992 1094,0 100 500 600 1000 1100,23.917
3 15 19 43,2,0 190 409 599 814 986,0 200 400 600 800 1000,23.958
3 43 45 51,5,0 112 190 216 295 407,0 100 200 200 300 400,23.958
11 23 39 49,5,0 110 186 914 991 1101,0 100 200 900 1000 1100,23.958
5 7 21 53,2,0 84 487 702 1105 1189,0 100 500 700 1100 1200,23.979
5 9 17 45,4,0 182 715 897 996 1101,0 200 700 900 1000 1100,23.979
5 21 47 53,4,0 84 208 292 487 1005,0 100 200 300 500 1000,24.042
1 43 45 51,5,0 217 295 610 688 905,0 200 300 600 700 900,24.145
7 31 33 35,2,0 108 210 285 387 495,0 100 200 300 400 500,24.145
11 13 23 39,4,0 4 213 289 914 991,0 0 200 300 900 1000,24.145
11 33 39 47,2,0 114 289 404 613 991,0 100 300 400 600 1000,24.145
13 23 37 39,5,0 286 611 896 987 1109,0 300 600 900 1000 1100,24.145
5 9 15 17,3,0 99 702 801 983 1017,0 100 700 800 1000 1000,24.166
1 3 5 9,2,0 112 315 498 814 996,0 100 300 500 800 1000,24.187
5 9 15 45,2,0 112 315 498 814 996,0 100 300 500 800 1000,24.187
11 33 35 49,2,0 102 186 288 685 804,0 100 200 300 700 800,24.187
9 15 19 43,3,0 214 307 791 884 1098,0 200 300 800 900 1100,24.207
15 17 19 43,2,0 214 407 791 984 1198,0 200 400 800 1000 1200,24.207
15 27 45 51,4,0 98 702 800 983 1017,0 100 700 800 1000 1000,24.207
7 33 35 53,5,0 285 718 1003 1098 1105,0 300 700 1000 1100 1100,24.228
13 29 33 49,0,0 189 291 412 515 704,0 200 300 400 500 700,24.228
15 19 27 51,3,0 99 410 509 691 1018,0 100 400 500 700 1000,24.228
1 3 15 43,4,0 386 512 898 1010 1088,0 400 500 900 1000 1100,24.249
13 29 31 33,1,0 108 189 297 413 1085,0 100 200 300 400 1100,24.249
25 35 37 47,5,0 415 583 997 1093 1104,0 400 600 1000 1100 1100,24.249
23 31 37 49,3,0 197 307 684 714 1091,0 200 300 700 700 1100,24.31
15 21 45 53,4,0 299 583 702 797 917,0 300 600 700 800 900,24.331
11 25 35 47,4,0 107 397 504 618 1086,0 100 400 500 600 1100,24.372
5 15 19 53,5,0 89 214 303 713 790,0 100 200 300 700 800,24.393
1 5 15 51,5,0 282 393 702 814 1095,0 300 400 700 800 1100,24.454
17 27 45 51,0,0 98 315 498 714 813,0 100 300 500 700 800,24.454
5 17 27 45,0,0 203 399 603 884 918,0 200 400 600 900 900,24.474
21 25 33 47,5,0 108 302 588 783 890,0 100 300 600 800 900,24.515
5 15 19 51,0,0 88 498 509 918 1007,0 100 500 500 900 1000,24.536
5 9 45 51,5,0 204 597 800 983 1017,0 200 600 800 1000 1000,24.556
7 11 21 35,5,0 316 396 702 782 1098,0 300 400 700 800 1100,24.576
13 33 39 41,5,0 87 413 499 788 911,0 100 400 500 800 900,24.576
29 31 33 39,1,0 108 687 795 911 1085,0 100 700 800 900 1100,24.576
31 37 39 41,4,0 91 716 807 893 1113,0 100 700 800 900 1100,24.576
13 31 33 41,3,0 109 413 485 789 897,0 100 400 500 800 900,24.597
1 3 5 51,5,0 316 393 709 814 1095,0 300 400 700 800 1100,24.637
7 21 35 53,4,0 95 316 411 797 814,0 100 300 400 800 800,24.637
13 23 33 39,2,0 212 289 502 788 914,0 200 300 500 800 900,24.678
29 31 33 49,4,0 116 685 800 908 1092,0 100 700 800 900 1100,24.678
5 9 17 19,3,0 89 182 1008 1101 1190,0 100 200 1000 1100 1200,24.698
13 33 41 49,2,0 309 412 685 788 1096,0 300 400 700 800 1100,24.698
5 7 45 53,3,0 283 617 901 996 1104,0 300 600 900 1000 1100,24.718
7 21 25 35,4,0 196 316 512 814 898,0 200 300 500 800 900,24.819
9 27 43 45,5,0 308 386 806 884 1192,0 300 400 800 900 1200,24.819
11 31 39 41,5,0 508 594 716 992 1114,0 500 600 700 1000 1100,24.819
33 35 37 49,4,0 96 516 612 714 1098,0 100 500 600 700 1100,24.819
3 5 15 51,5,0 282 316 597 702 1095,0 300 300 600 700 1100,24.86
5 7 15 21,5,0 0 499 583 618 702,0 0 500 600 600 700,24.86
5 9 15 27,1,0 0 182 498 701 1017,0 0 200 500 700 1000,24.86
7 21 33 37,5,0 199 418 483 702 900,0 200 400 500 700 900,24.86
1 5 9 27,1,0 183 387 702 906 1089,0 200 400 700 900 1100,24.88
11 37 39 47,5,0 209 786 994 1085 1109,0 200 800 1000 1100 1100,24.88
3 9 15 43,2,0 190 315 506 814 892,0 200 300 500 800 900,24.92
15 21 25 45,5,0 183 302 498 618 800,0 200 300 500 600 800,24.92
21 25 33 35,4,0 102 418 583 898 1000,0 100 400 600 900 1000,24.92
13 23 33 49,2,0 303 412 515 988 1090,0 300 400 500 1000 1100,24.94
23 33 39 49,5,0 286 515 801 910 1090,0 300 500 800 900 1100,24.94
11 23 31 49,4,0 497 607 683 1014 1091,0 500 600 700 1000 1100,24.98
1 15 17 43,1,0 112 217 689 794 906,0 100 200 700 800 900,25.02
15 25 47 53,3,0 107 208 885 985 1092,0 100 200 900 1000 1100,25.04
9 43 45 51,5,0 217 295 813 892 1109,0 200 300 800 900 1100,25.06
11 35 47 53,1,0 115 482 596 804 993,0 100 500 600 800 1000,25.1
1 5 9 17,1,0 105 183 288 387 1102,0 100 200 300 400 1100,25.12
3 15 27 51,1,0 105 183 288 387 1102,0 100 200 300 400 1100,25.12
13 33 37 47,1,0 413 588 611 786 1199,0 400 600 600 800 1200,25.12
15 21 25 53,2,0 87 302 403 885 985,0 100 300 400 900 1000,25.14
11 13 33 47,3,0 114 289 613 788 902,0 100 300 600 800 900,25.179
11 13 35 47,3,0 114 289 511 686 800,0 100 300 500 700 800,25.179
13 29 35 39,5,0 188 513 686 1011 1198,0 200 500 700 1000 1200,25.179
5 19 45 53,5,0 89 292 713 916 1005,0 100 300 700 900 1000,25.199
5 9 19 27,2,0 88 182 608 702 790,0 100 200 600 700 800,25.219
11 21 37 47,3,0 105 219 300 1005 1085,0 100 200 300 1000 1100,25.219
5 17 45 51,5,0 204 498 702 918 983,0 200 500 700 900 1000,25.239
5 7 25 45,5,0 197 204 400 583 1018,0 200 200 400 600 1000,25.259
7 11 25 35,5,0 200 396 617 782 1003,0 200 400 600 800 1000,25.259
7 25 35 37,5,0 97 483 618 1004 1100,0 100 500 600 1000 1100,25.259
1 15 27 51,4,0 182 807 989 1088 1101,0 200 800 1000 1100 1100,25.278
5 9 19 51,5,0 509 597 691 1018 1112,0 500 600 700 1000 1100,25.278
11 13 23 31,4,0 394 607 683 911 988,0 400 600 700 900 1000,25.278
13 23 31 37,4,0 212 517 589 893 1106,0 200 500 600 900 1100,25.278
31 33 41 49,2,0 108 484 516 892 1000,0 100 500 500 900 1000,25.298
21 33 47 53,4,0 210 418 612 797 992,0 200 400 600 800 1000,25.318
13 35 37 47,1,0 414 510 589 685 1100,0 400 500 600 700 1100,25.338
7 11 31 35,4,0 210 387 606 783 993,0 200 400 600 800 1000,25.357
7 11 35 37,1,0 87 387 483 804 901,0 100 400 500 800 900,25.377
35 37 47 53,5,0 415 482 896 992 1104,0 400 500 900 1000 1100,25.397
11 23 31 39,5,0 308 516 593 914 991,0 300 500 600 900 1000,25.417
13 33 35 47,1,0 413 515 588 690 1103,0 400 500 600 700 1100,25.436
17 27 43 45,5,0 316 394 715 793 1109,0 300 400 700 800 1100,25.436
13 23 31 33,3,0 108 413 684 988 1096,0 100 400 700 1000 1100,25.475
5 7 25 47,4,0 107 304 386 583 690,0 100 300 400 600 700,25.495
7 11 25 47,4,0 107 783 890 1004 1086,0 100 800 900 1000 1100,25.495
11 13 37 47,2,0 496 611 786 911 1086,0 500 600 800 900 1100,25.495
5 15 17 27,0,0 182 399 701 918 1101,0 200 400 700 900 1100,25.515
23 29 31 41,0,0 115 199 314 715 798,0 100 200 300 700 800,25.515
31 33 39 41,3,0 290 716 1006 1092 1114,0 300 700 1000 1100 1100,25.534
15 19 27 43,3,0 394 409 804 986 1018,0 400 400 800 1000 1000,25.554
5 15 19 25,1,0 387 410 796 885 1112,0 400 400 800 900 1100,25.573
7 11 21 33,5,0 0 418 498 702 782,0 0 400 500 700 800,25.612
7 31 35 37,4,0 210 307 387 483 693,0 200 300 400 500 700,25.612
1 5 19 43,5,0 600 688 814 986 1111,0 600 700 800 1000 1100,25.632
3 15 17 51,3,0 105 386 702 983 1088,0 100 400 700 1000 1100,25.652
7 11 21 47,4,0 114 195 417 498 612,0 100 200 400 500 600,25.652
7 15 21 53,5,0 488 583 702 986 1105,0 500 600 700 1000 1100,25.652
23 31 33 49,3,0 108 516 684 1091 1199,0 100 500 700 1100 1200,25.652
33 39 41 49,4,0 86 516 602 891 911,0 100 500 600 900 900,25.652
5 9 15 51,0,0 182 498 603 918 1101,0 200 500 600 900 1100,25.729
21 33 35 53,4,0 102 418 482 797 899,0 100 400 500 800 900,25.729
9 15 17 51,2,0 216 315 498 597 813,0 200 300 500 600 800,25.749
1 5 9 51,5,0 211 393 597 814 1017,0 200 400 600 800 1000,25.768
5 19 25 45,4,0 89 293 813 1017 1106,0 100 300 800 1000 1100,25.768
5 27 45 51,5,0 99 203 302 519 983,0 100 200 300 500 1000,25.768
25 33 37 47,5,0 415 481 895 1002 1093,0 400 500 900 1000 1100,25.768
5 7 47 53,5,0 208 303 487 582 790,0 200 300 500 600 800,25.807
15 21 47 53,0,0 194 214 409 617 992,0 200 200 400 600 1000,25.807
5 17 19 51,5,0 410 498 691 919 1111,0 400 500 700 900 1100,25.826
5 15 17 45,2,0 204 485 702 984 1187,0 200 500 700 1000 1200,25.884
3 15 17 27,3,0 204 386 801 983 1187,0 200 400 800 1000 1200,25.904
15 19 43 51,5,0 215 282 496 791 905,0 200 300 500 800 900,25.904
3 5 19 43,4,0 89 215 885 1010 1099,0 100 200 900 1000 1100,25.923
1 5 17 27,1,0 282 387 801 906 1188,0 300 400 800 900 1200,25.962
7 11 47 53,4,0 208 783 990 1086 1105,0 200 800 1000 1100 1100,25.962
9 15 17 43,1,0 91 308 407 885 984,0 100 300 400 900 1000,25.981
23 31 37 39,4,0 91 517 608 893 914,0 100 500 600 900 900,26.058
7 11 35 53,5,0 301 396 718 782 1104,0 300 400 700 800 1100,26.096
7 35 37 53,5,0 96 482 718 1104 1199,0 100 500 700 1100 1200,26.096
29 35 39 49,5,0 188 513 583 908 1096,0 200 500 600 900 1100,26.115
3 15 17 43,4,0 386 407 793 983 1010,0 400 400 800 1000 1000,26.134
1 15 27 43,4,0 182 512 694 806 1088,0 200 500 700 800 1100,26.153
3 15 27 43,2,0 8 190 394 814 1017,0 0 200 400 800 1000,26.173
11 25 33 47,1,0 114 480 594 702 1093,0 100 500 600 700 1100,26.173
7 11 21 37,0,0 219 299 701 782 1001,0 200 300 700 800 1000,26.23
7 15 45 53,1,0 119 283 403 498 1105,0 100 300 400 500 1100,26.23
17 43 45 51,5,0 217 295 715 793 1010,0 200 300 700 800 1000,26.23
1 5 17 51,5,0 112 393 498 813 918,0 100 400 500 800 900,26.268
23 31 33 39,3,0 289 516 806 914 1091,0 300 500 800 900 1100,26.268
5 17 19 27,2,0 88 281 608 801 889,0 100 300 600 800 900,26.287
25 33 35 53,4,0 101 481 718 1098 1199,0 100 500 700 1100 1200,26.287
5 15 17 51,5,0 0 282 498 702 919,0 0 300 500 700 900,26.325
7 33 35 39,1,0 187 289 813 915 1103,0 200 300 800 900 1100,26.325
13 31 35 41,4,0 211 485 515 789 999,0 200 500 500 800 1000,26.325
15 19 45 53,5,0 215 292 507 790 916,0 200 300 500 800 900,26.344
27 43 45 51,5,0 217 295 315 394 611,0 200 300 300 400 600,26.382
3 5 9 51,2,0 105 183 288 604 885,0 100 200 300 600 900,26.439
5 7 21 47,4,0 85 304 388 583 1005,0 100 300 400 600 1000,26.439
7 25 37 47,5,0 197 414 611 718 1093,0 200 400 600 700 1100,26.439
7 37 47 53,5,0 96 414 510 718 992,0 100 400 500 700 1000,26.458
33 37 47 53,5,0 380 414 794 992 1002,0 400 400 800 1000 1000,26.458
5 7 21 45,2,0 498 618 702 997 1081,0 500 600 700 1000 1100,26.495
7 11 25 33,5,0 302 498 719 782 1003,0 300 500 700 800 1000,26.495
7 25 33 37,5,0 197 481 718 1002 1198,0 200 500 700 1000 1200,26.495
3 5 9 27,3,0 183 204 387 702 885,0 200 200 400 700 900,26.514
7 15 21 25,5,0 387 583 702 885 1004,0 400 600 700 900 1000,26.514
11 21 33 35,5,0 387 702 783 804 885,0 400 700 800 800 900,26.514
13 29 31 35,5,0 116 685 801 990 1011,0 100 700 800 1000 1000,26.514
21 33 35 37,5,0 687 783 885 1002 1104,0 700 800 900 1000 1100,26.514
29 31 35 39,5,0 116 187 303 513 990,0 100 200 300 500 1000,26.514
13 23 35 39,5,0 286 514 800 987 1012,0 300 500 800 1000 1000,26.552
1 5 15 53,1,0 112 487 599 814 986,0 100 500 600 800 1000,26.571
13 35 39 41,2,0 187 412 599 686 1114,0 200 400 600 700 1100,26.571
7 11 31 33,3,0 108 285 607 783 891,0 100 300 600 800 900,26.608
7 31 33 37,3,0 108 285 307 483 591,0 100 300 300 500 600,26.608
15 19 25 45,5,0 293 315 608 791 1017,0 300 300 600 800 1000,26.608
7 15 25 45,1,0 119 182 302 498 1004,0 100 200 300 500 1000,26.627
11 21 25 35,2,0 81 302 396 618 698,0 100 300 400 600 700,26.627
21 25 35 37,2,0 96 302 398 618 981,0 100 300 400 600 1000,26.627
9 15 17 27,1,0 485 702 801 885 984,0 500 700 800 900 1000,26.665
1 3 5 43,4,0 190 316 688 814 1004,0 200 300 700 800 1000,26.683
29 31 35 49,5,0 116 583 698 908 990,0 100 600 700 900 1000,26.702
11 33 47 53,1,0 115 380 494 702 993,0 100 400 500 700 1000,26.721
15 21 25 47,0,0 194 315 510 617 1092,0 200 300 500 600 1100,26.721
25 33 47 53,5,0 512 612 719 992 1099,0 500 600 700 1000 1100,26.721
7 25 35 53,4,0 95 618 713 814 1099,0 100 600 700 800 1100,26.739
7 21 37 47,2,0 287 482 702 786 1005,0 300 500 700 800 1000,26.796
1 15 45 53,1,0 112 284 395 610 986,0 100 300 400 600 1000,26.851
5 9 19 43,5,0 804 892 986 1018 1111,0 800 900 1000 1000 1100,26.851
1 15 43 51,4,0 281 512 793 905 1088,0 300 500 800 900 1100,26.889
9 15 27 51,2,0 98 315 414 597 1017,0 100 300 400 600 1000,26.889
13 29 35 49,0,0 189 291 514 617 806,0 200 300 500 600 800,26.889
1 5 27 51,5,0 99 393 519 813 912,0 100 400 500 800 900,26.907
31 35 39 41,4,0 187 716 903 989 1113,0 200 700 900 1000 1100,26.907
3 15 43 51,3,0 190 295 814 918 1109,0 200 300 800 900 1100,26.944
5 15 27 51,5,0 99 281 519 702 800,0 100 300 500 700 800,26.963
21 31 33 35,2,0 108 210 783 885 993,0 100 200 800 900 1000,26.963
31 35 39 47,5,0 293 480 690 803 1013,0 300 500 700 800 1000,26.963
1 5 45 53,5,0 284 487 610 814 1097,0 300 500 600 800 1100,27.019
3 5 9 17,4,0 183 604 786 885 1102,0 200 600 800 900 1100,27.019
5 15 21 45,5,0 414 498 617 996 1115,0 400 500 600 1000 1100,27.019
5 15 27 45,3,0 315 498 814 996 1017,0 300 500 800 1000 1000,27.019
7 15 21 45,2,0 0 119 498 702 1081,0 0 100 500 700 1100,27.019
7 11 35 39,3,0 187 417 605 813 991,0 200 400 600 800 1000,27.074
5 15 25 47,5,0 280 316 595 702 1093,0 300 300 600 700 1100,27.092
1 5 15 25,3,0 315 386 702 813 1088,0 300 400 700 800 1100,27.166
23 35 39 49,5,0 286 617 903 1012 1090,0 300 600 900 1000 1100,27.166
1 5 9 43,5,0 507 689 814 893 1018,0 500 700 800 900 1000,27.185
7 11 33 37,2,0 285 483 702 901 1185,0 300 500 700 900 1200,27.276
9 15 27 43,5,0 183 308 490 806 884,0 200 300 500 800 900,27.295
13 35 41 49,2,0 309 412 583 686 994,0 300 400 600 700 1000,27.313
5 19 27 51,5,0 11 99 520 691 1112,0 0 100 500 700 1100,27.331
11 21 35 53,2,0 81 396 403 719 799,0 100 400 400 700 800,27.35
21 35 37 53,2,0 96 403 499 719 981,0 100 400 500 700 1000,27.35
21 25 35 53,5,0 215 315 617 797 1099,0 200 300 600 800 1100,27.368
5 15 47 53,3,0 208 499 707 921 986,0 200 500 700 900 1000,27.404
35 39 41 49,1,0 187 309 496 583 1114,0 200 300 500 600 1100,27.404
5 17 19 43,5,0 705 793 919 986 1111,0 700 800 900 1000 1100,27.423
7 11 33 53,5,0 403 498 782 820 1104,0 400 500 800 800 1100,27.441
7 33 37 53,5,0 96 380 718 1002 1097,0 100 400 700 1000 1100,27.441
7 31 35 47,3,0 93 303 480 814 990,0 100 300 500 800 1000,27.459
11 21 25 47,5,0 81 107 188 302 1086,0 100 100 200 300 1100,27.459
13 23 35 49,2,0 405 514 617 988 1090,0 400 500 600 1000 1100,27.459
7 15 47 53,2,0 89 208 304 986 1081,0 100 200 300 1000 1100,27.532
9 15 43 51,5,0 282 308 589 885 905,0 300 300 600 900 900,27.55
7 35 37 39,2,0 91 187 717 814 905,0 100 200 700 800 900,27.568
11 33 47 49,3,0 114 187 613 685 799,0 100 200 600 700 800,27.568
3 5 17 27,3,0 204 282 486 801 885,0 200 300 500 800 900,27.604
13 23 31 35,4,0 210 515 683 988 1198,0 200 500 700 1000 1200,27.604
11 13 29 37,0,0 110 299 589 721 1010,0 100 300 600 700 1000,27.622
11 25 37 47,4,0 107 300 407 521 1085,0 100 300 400 500 1100,27.641
7 11 33 39,3,0 289 417 707 915 991,0 300 400 700 900 1000,27.659
31 35 41 49,3,0 210 484 618 891 1102,0 200 500 600 900 1100,27.659
11 29 37 49,0,0 8 299 486 721 908,0 0 300 500 700 900,27.677
11 29 39 41,0,0 86 208 599 721 808,0 100 200 600 700 800,27.677
11 21 25 33,2,0 81 302 498 720 800,0 100 300 500 700 800,27.731
21 25 33 37,5,0 220 481 700 898 1002,0 200 500 700 900 1000,27.731
21 25 37 47,5,0 108 302 786 981 1088,0 100 300 800 1000 1100,27.731
1 5 25 45,4,0 183 387 610 814 996,0 200 400 600 800 1000,27.749
5 45 47 53,0,0 4 207 283 920 996,0 0 200 300 900 1000,27.749
11 29 31 41,5,0 479 594 601 716 1194,0 500 600 600 700 1200,27.749
23 31 35 39,4,0 187 517 704 914 990,0 200 500 700 900 1000,27.749
3 5 9 43,3,0 8 190 316 892 1017,0 0 200 300 900 1000,27.803
1 5 27 43,5,0 387 512 681 806 1192,0 400 500 700 800 1200,27.821
11 21 47 53,5,0 81 208 288 403 1086,0 100 200 300 400 1100,27.821
31 33 39 47,4,0 190 480 588 803 911,0 200 500 600 800 900,27.821
13 31 35 47,1,0 305 480 515 690 995,0 300 500 500 700 1000,27.839
1 5 17 43,5,0 408 689 794 814 919,0 400 700 800 800 900,27.893
7 21 33 53,4,0 95 418 513 797 916,0 100 400 500 800 900,27.982
11 23 29 39,0,0 208 285 721 798 1007,0 200 300 700 800 1000,27.982
29 37 39 41,1,0 86 421 508 599 1109,0 100 400 500 600 1100,27.982
7 11 25 37,0,0 103 299 521 782 1003,0 100 300 500 800 1000,28.0
7 11 31 37,5,0 307 483 606 783 1089,0 300 500 600 800 1100,28.0
7 11 31 47,5,0 303 606 720 782 896,0 300 600 700 800 900,28.018
7 31 37 47,5,0 304 480 718 894 1197,0 300 500 700 900 1200,28.018
11 37 47 49,2,0 599 714 786 1014 1086,0 600 700 800 1000 1100,28.018
9 15 43 45,1,0 79 316 394 702 893,0 100 300 400 700 900,28.036
11 13 29 41,5,0 290 412 479 601 890,0 300 400 500 600 900,28.036
13 29 37 41,4,0 412 590 601 779 1190,0 400 600 600 800 1200,28.036
7 13 33 35,1,0 285 387 413 515 800,0 300 400 400 500 800,28.071
7 15 25 47,3,0 107 303 885 1081 1188,0 100 300 900 1100 1200,28.071
7 25 45 53,3,0 95 196 917 1017 1113,0 100 200 900 1000 1100,28.071
5 19 27 43,5,0 306 394 520 986 1111,0 300 400 500 1000 1100,28.089
33 37 47 49,0,0 101 515 587 713 785,0 100 500 600 700 800,28.089
23 41 43 49,0,0 116 891 1008 1090 1117,0 100 900 1000 1100 1100,28.107
23 41 43 51,5,0 97 179 296 1001 1118,0 100 200 300 1000 1100,28.125
25 35 37 53,5,0 482 521 1003 1099 1104,0 500 500 1000 1100 1100,28.125
25 45 47 53,5,0 810 917 992 1017 1093,0 800 900 1000 1000 1100,28.125
1 15 25 45,1,0 112 183 294 610 885,0 100 200 300 600 900,28.178
5 15 19 21,1,0 85 410 494 583 1112,0 100 400 500 600 1100,28.178
23 29 43 51,4,0 503 682 798 904 1021,0 500 700 800 900 1000,28.178
7 31 33 47,3,0 108 284 721 897 1005,0 100 300 700 900 1000,28.196
11 13 29 33,5,0 309 498 721 787 1010,0 300 500 700 800 1000,28.196
13 29 33 37,5,0 190 413 779 1002 1191,0 200 400 800 1000 1200,28.196
15 17 43 45,3,0 406 498 905 983 1121,0 400 500 900 1000 1100,28.196
23 31 35 49,4,0 109 517 582 990 1099,0 100 500 600 1000 1100,28.196
7 21 25 33,4,0 196 418 614 898 916,0 200 400 600 900 900,28.213
7 33 37 39,2,0 91 289 717 916 1007,0 100 300 700 900 1000,28.213
5 25 45 47,0,0 107 182 920 996 1103,0 100 200 900 1000 1100,28.249
23 29 37 39,1,0 285 421 707 798 1109,0 300 400 700 800 1100,28.284
13 31 33 47,5,0 308 612 720 787 895,0 300 600 700 800 900,28.32
5 15 21 47,3,0 195 279 618 702 897,0 200 300 600 700 900,28.337
11 21 31 35,4,0 315 594 909 990 1119,0 300 600 900 1000 1100,28.337
21 31 35 37,3,0 210 306 885 981 1191,0 200 300 900 1000 1200,28.337
3 15 43 45,2,0 79 190 702 814 892,0 100 200 700 800 900,28.373
21 31 35 47,4,0 316 480 795 990 1005,0 300 500 800 1000 1000,28.39
5 19 43 51,4,0 89 215 780 905 994,0 100 200 800 900 1000,28.408
31 37 39 47,5,0 389 480 786 803 1109,0 400 500 800 800 1100,28.408
3 5 27 51,5,0 99 315 414 519 1095,0 100 300 400 500 1100,28.425
11 37 47 53,1,0 115 578 693 901 993,0 100 600 700 900 1000,28.425
1 15 43 45,3,0 498 511 1010 1088 1121,0 500 500 1000 1100 1100,28.46
11 29 37 39,0,0 91 299 512 721 812,0 100 300 500 700 800,28.478
11 35 47 49,3,0 114 186 511 583 697,0 100 200 500 600 700,28.478
21 37 47 53,4,0 12 220 414 797 992,0 0 200 400 800 1000,28.513
29 31 37 41,4,0 294 601 716 778 894,0 300 600 700 800 900,28.513
35 37 47 49,0,0 203 617 689 713 785,0 200 600 700 700 800,28.513
11 21 33 53,1,0 299 380 702 797 1120,0 300 400 700 800 1100,28.531
21 33 37 53,5,0 220 380 599 797 1002,0 200 400 600 800 1000,28.531
